Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),20:20,01:15,04h 55m,INR 499,3 Seats available,"4.6
10",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:15,01:20,04h 05m,INR 600,2 Seats available,"4.1
16",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),22:00,03:10,05h 10m,INR 649,9 Seats available,"5.0
2",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
Bedi Travels,Volvo A/C Semi Sleeper (2+2),22:05,02:05,04h 00m,585,1 Seat available,4.8,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
Zingbus Plus,Bharat Benz A/C Semi Sleeper (2+2),20:30,05:10,08h 40m,530,8 Seats available,"4.4
460",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
Ram Dalal Holidays,Mercedes Multi-Axle Semi Sleeper (2+2),22:00,06:40,08h 40m,INR 550,6 Seats available,"4.3
522",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
Bedi Travels,Volvo A/C Semi Sleeper (2+2),21:30,05:30,08h 00m,477,2 Seats available,"4.8
830",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
FlixBus,Volvo A/C Seater (2+2),21:00,06:00,09h 00m,INR 504.46,7 Seats available,"5.0
1",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
City Land Travels,Volvo A/C Semi Sleeper (2+2),22:30,05:30,07h 00m,INR 488,18 Seats available,"3.9
457",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
BIR BILLING TRAVELS,Volvo A/C Semi Sleeper (2+2),19:30,01:15,05h 45m,675,4 Seats available,3.8,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),19:30,01:00,05h 30m,672,1 Seat available,3.0,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Deltin Travels,Scania Multi-Axle AC Semi Sleeper (2+2),19:30,23:59,04h 29m,INR 468,17 Seats available,"4.7
7",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),19:30,00:40,05h 10m,759,7 Seats available,"4.6
55",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Jamna Travels (Delhi),A/C Seater / Sleeper (2+2),19:30,00:59,05h 29m,INR 649,11 Seats available,3.9,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Metahills holidays,Scania A/C Semi Sleeper (2+2),19:30,23:21,03h 51m,INR 710,26 Seats available,3.2,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
RS YADAV SMART BUS,Volvo 9600 A/C Semi Sleeper (2+2),19:30,00:54,05h 24m,523,6 Seats available,4.4,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
AdCity Land Travels,Scania Multi-Axle AC Semi Sleeper (2+2),23:55,04:15,04h 20m,INR 788,34 Seats available,"3.8
31",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),19:30,00:30,05h 00m,656,6 Seats available,"5.0
2",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
VT Bus,Scania Multi-Axle AC Semi Sleeper (2+2),20:00,00:30,04h 30m,422,20 Seats available,3.4,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:15,05:15,08h 00m,INR 600,1 Seat available,"4.8
399",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,Hamirpur (Himachal Pradesh) to Delhi
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),20:20,05:30,09h 10m,569,2 Seats available,"4.4
428",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,Hamirpur (Himachal Pradesh) to Delhi
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),22:00,06:40,08h 40m,INR 649,9 Seats available,"4.4
49",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,Hamirpur (Himachal Pradesh) to Delhi
Bedi Travels,Volvo A/C Semi Sleeper (2+2),22:05,06:30,08h 25m,585,1 Seat available,"5.0
2",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,Hamirpur (Himachal Pradesh) to Delhi
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:00,05:35,08h 35m,INR 840,3 Seats available,"4.7
397",https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Delhi to Hamirpur (Himachal Pradesh)
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),21:00,06:10,09h 10m,1044,6 Seats available,"4.4
403",https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Delhi to Hamirpur (Himachal Pradesh)
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:45,05:55,08h 10m,INR 949,4 Seats available,"4.7
52",https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Delhi to Hamirpur (Himachal Pradesh)
Bedi Travels,Volvo A/C Semi Sleeper (2+2),21:30,06:15,08h 45m,800,1 Seat available,"4.7
8",https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Delhi to Hamirpur (Himachal Pradesh)
HRTC - 91,Himsuta AC Seater Volvo/Scania 2+2,22:10,04:40,06h 30m,INR 784,26 Seats available,"3.7
22",https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Chandigarh to Dharamshala (Himachal Pradesh)
Laxmi holidays,VE A/C Semi Sleeper (2+2),23:50,05:30,05h 40m,522,16 Seats available,"4.7
98",https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Chandigarh to Dharamshala (Himachal Pradesh)
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),23:55,06:00,06h 05m,569,7 Seats available,"4.6
293",https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Chandigarh to Dharamshala (Himachal Pradesh)
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),23:55,05:59,06h 04m,569,7 Seats available,"4.5
161",https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Chandigarh to Dharamshala (Himachal Pradesh)
A N Holidays,Bharat Benz A/C Semi Sleeper (2+2),23:59,07:15,07h 16m,INR 749,12 Seats available,"3.5
13",https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Chandigarh to Dharamshala (Himachal Pradesh)
A N Holidays,Bharat Benz A/C Semi Sleeper (2+2),23:59,06:40,06h 41m,INR 749,12 Seats available,"2.2
13",https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Chandigarh to Dharamshala (Himachal Pradesh)
HRTC - 578,Ordinary 3+2 Non AC Seater,22:10,18:35,20h 25m,INR 907,31 Seats available,"1.9
4",https://www.redbus.in/bus-tickets/delhi-to-chamba-himachal-pradesh,Delhi to Chamba (Himachal Pradesh)
Laxmi holidays,VE A/C Semi Sleeper (2+2),19:35,23:55,04h 20m,475,17 Seats available,"4.1
50",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Bedi Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),19:45,01:00,05h 15m,585,20 Seats available,"5.0
9",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Raghukul Holidays,Volvo A/C Semi Sleeper (2+2),20:00,00:50,04h 50m,449,30 Seats available,"4.3
2",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
A N Holidays,Bharat Benz A/C Semi Sleeper (2+2),20:10,23:59,03h 49m,INR 449,24 Seats available,"3.0
3",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),20:10,01:05,04h 55m,472,20 Seats available,"4.9
24",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
New Himalaya Travels,Volvo A/C Semi Sleeper (2+2),20:10,01:15,05h 05m,INR 555,14 Seats available,"3.4
3",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),20:15,01:40,05h 25m,INR 550,6 Seats available,"4.8
8",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Zingbus Plus,Volvo Multi-Axle A/C Semisleeper (2+2),22:15,02:40,04h 25m,456,39 Seats available,"4.7
11",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),20:30,01:50,05h 20m,INR 449,16 Seats available,"4.7
7",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),22:15,02:45,04h 30m,585,10 Seats available,"4.3
4",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Chandigarh Transport Undertaking (CTU) - 165748,HVAC Seater (2+3),22:45,03:20,04h 35m,INR 309.5,47 Seats available,"3.7
9",https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
Zingbus Plus,Bharat Benz A/C Semi Sleeper (2+2),20:30,23:45,03h 15m,INR 229,11 Seats available,"4.8
81",https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),20:30,23:35,03h 05m,INR 499,10 Seats available,"4.6
34",https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),20:30,23:00,02h 30m,INR 499,5 Seats available,"4.8
9",https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
Zingbus Plus,Bharat Benz A/C Semi Sleeper (2+2),20:30,23:20,02h 50m,INR 229,27 Seats available,4.7,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
Here Bus,AC Seater (2+2),21:00,00:15,03h 15m,INR 570.48,45 Seats available,New,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
FlixBus,Volvo A/C Seater (2+2),21:00,01:25,04h 25m,INR 166.07,8 Seats available,3.9,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
Bedi Travels,Volvo A/C Semi Sleeper (2+2),21:30,00:55,03h 25m,477,3 Seats available,"4.4
5",https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
Ram Dalal Holidays,Mercedes Multi-Axle Semi Sleeper (2+2),22:00,01:45,03h 45m,500,10 Seats available,"4.4
22",https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),22:30,01:20,02h 50m,INR 548,21 Seats available,"3.6
11",https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
Bedi Travels,Volvo A/C Semi Sleeper (2+2),23:00,06:45,07h 45m,728,5 Seats available,"4.8
140",https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),23:25,06:40,07h 15m,569,22 Seats available,"4.5
299",https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
Here Bus,AC Seater (2+2),22:25,05:10,06h 45m,INR 743.81,24 Seats available,New,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),23:30,06:30,07h 00m,664,29 Seats available,"4.4
148",https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
Ram Dalal Holidays,Mercedes Multi-Axle Semi Sleeper (2+2),23:30,06:30,07h 00m,INR 820,8 Seats available,"4.7
136",https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
Zingbus Plus,Bharat Benz A/C Semi Sleeper (2+2),22:35,06:20,07h 45m,787,15 Seats available,"4.7
105",https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
City Land Travels,Volvo A/C Semi Sleeper (2+2),22:30,04:40,06h 10m,INR 888,14 Seats available,"3.2
29",https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
FlixBus,Volvo A/C Seater (2+2),23:55,07:15,07h 20m,INR 1079.46,12 Seats available,"4.3
2",https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
HRTC - 568,Ordinary 3+2 Non AC Seater,21:30,05:00,07h 30m,INR 347,35 Seats available,"3.7
7",https://www.redbus.in/bus-tickets/delhi-to-nalagarh,Delhi to Nalagarh
HRTC - 580,Ordinary 3+2 Non AC Seater,22:45,06:00,07h 15m,INR 347,36 Seats available,"4.3
30",https://www.redbus.in/bus-tickets/delhi-to-nalagarh,Delhi to Nalagarh
HRTC - 576,Himsuta AC Seater Volvo/Scania 2+2,23:20,06:00,06h 40m,INR 657,20 Seats available,"3.8
110",https://www.redbus.in/bus-tickets/delhi-to-nalagarh,Delhi to Nalagarh
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),19:40,01:05,05h 25m,375,15 Seats available,"4.7
34",https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:44,01:40,05h 56m,INR 550,5 Seats available,"4.9
18",https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
Laxmi holidays,Volvo Multi-Axle A/C Semi Sleeper (2+2),19:55,02:00,06h 05m,523,14 Seats available,"4.5
11",https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
Triptara tour & Travel,Scania Multi-Axle AC Semi Sleeper (2+2),19:58,01:50,05h 52m,529,29 Seats available,"5.0
1",https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
Laxmi holidays,Volvo Multi-Axle A/C Semi Sleeper (2+2),20:00,02:00,06h 00m,523,17 Seats available,"5.0
46",https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
FlixBus,Volvo A/C Seater (2+2),20:00,03:10,07h 10m,INR 483.04,20 Seats available,"4.4
15",https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
Zingbus Plus,Volvo Multi-Axle A/C Semisleeper (2+2),21:40,02:40,05h 00m,428,39 Seats available,"4.4
17",https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
Ram Dalal Holidays,Volvo 9600 Multi Axle Semi-Sleeper (2+2),20:30,01:50,05h 20m,INR 570,26 Seats available,"4.8
30",https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
Ram Dalal Holidays,Volvo 9600 Multi Axle Semi-Sleeper (2+2),20:38,01:50,05h 12m,520,26 Seats available,"5.0
11",https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
Zingbus Plus,Volvo Multi-Axle A/C Semisleeper (2+2),21:45,02:40,04h 55m,375,34 Seats available,"4.6
42",https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
HRTC - 1116,A/C Executive (2+3),21:35,04:05,06h 30m,INR 545,7 Seats available,"3.2
17",https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
Bedi Travels,Volvo A/C Semi Sleeper (2+2),19:45,02:05,06h 20m,585,5 Seats available,4.8,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
Bharmani Travels,Volvo A/C Semi Sleeper (2+2),19:55,01:20,05h 25m,540,27 Seats available,4.1,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),20:05,03:10,07h 05m,INR 649,6 Seats available,4.5,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
FlixBus,Volvo A/C Seater (2+2),20:15,02:55,06h 40m,INR 528.57,13 Seats available,"5.0
2",https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),20:50,02:50,06h 00m,569,16 Seats available,"4.3
96",https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
Bharmani Travels,Volvo A/C Semi Sleeper (2+2),21:10,02:30,05h 20m,674,21 Seats available,"4.5
9",https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),23:30,06:40,07h 10m,INR 649,6 Seats available,"4.2
8",https://www.redbus.in/bus-tickets/ghumarwin-to-delhi,Ghumarwin to Delhi
Bedi Travels,Volvo A/C Semi Sleeper (2+2),23:15,06:30,07h 15m,585,5 Seats available,"5.0
4",https://www.redbus.in/bus-tickets/ghumarwin-to-delhi,Ghumarwin to Delhi
Laxmi holidays,VE A/C Semi Sleeper (2+2),23:50,04:50,05h 00m,522,16 Seats available,"4.8
22",https://www.redbus.in/bus-tickets/chandigarh-to-kangra,Chandigarh to Kangra
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),23:55,05:10,05h 15m,569,7 Seats available,"4.5
101",https://www.redbus.in/bus-tickets/chandigarh-to-kangra,Chandigarh to Kangra
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),23:55,05:10,05h 15m,INR 499,5 Seats available,"4.4
38",https://www.redbus.in/bus-tickets/chandigarh-to-kangra,Chandigarh to Kangra
A N Holidays,Bharat Benz A/C Semi Sleeper (2+2),23:59,06:00,06h 01m,INR 749,12 Seats available,"1.4
5",https://www.redbus.in/bus-tickets/chandigarh-to-kangra,Chandigarh to Kangra
