Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
IntrCity SmartBus,AC Sleeper (2+1),19:30,05:40,10h 10m,INR 909,19 Seats available,"4.4
287",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Atmaram Travels (Dolphin),A/C Sleeper (2+1),14:00,01:00,11h 00m,INR 1000,12 Seats available,"4.0
116",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Kadamba Transport Corporation Limited (KTCL) - 97386,Volvo AC Seater Pushback 2+2,17:05,06:00,12h 55m,INR 800,19 Seats available,"3.8
354",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
IntrCity SmartBus,AC Sleeper (2+1),19:35,09:50,14h 15m,INR 1009,15 Seats available,"4.5
384",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
IntrCity SmartBus,AC Sleeper (2+1),20:25,10:15,13h 50m,INR 1009,10 Seats available,"4.1
417",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
AdKonkan Travels National,NON A/C Sleeper (2+1),19:25,09:45,14h 20m,INR 800,13 Seats available,"3.9
118",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Zingbus Plus,VE A/C Sleeper (2+1),20:00,14:00,18h 00m,1000,22 Seats available,"4.6
510",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Abhishek Vishal Travels,A/C Sleeper (2+1),16:00,08:40,16h 40m,INR 1000,23 Seats available,"5.0
1",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Dolphin Travel House (38),Bharat Benz A/C Sleeper (2+1),14:30,07:30,17h 00m,INR 1010,23 Seats available,"4.2
266",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
AdKonkan Travels Mujawar,NON A/C Sleeper (2+1),18:50,11:45,16h 55m,INR 800,18 Seats available,"3.9
4",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Shubhra Sharma Tourist Services,A/C Sleeper (2+1),16:46,10:31,17h 45m,INR 1000,24 Seats available,"4.3
2",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Mascot Travels(M.Dev),A/C Sleeper (2+1),19:00,12:00,17h 00m,INR 1000,17 Seats available,"4.1
119",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Dolphin travel house,Bharat Benz A/C Sleeper (2+1),21:30,13:15,15h 45m,INR 1010,14 Seats available,"4.3
56",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
IntrCity SmartBus,AC Sleeper (2+1),16:00,08:20,16h 20m,INR 1009,23 Seats available,"4.4
421",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Dolphin Travel House (37),Bharat Benz A/C Sleeper (2+1),13:15,06:00,16h 45m,INR 1010,24 Seats available,"4.1
286",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Atmaram Manish Travels,A/C Sleeper (2+1),17:00,09:15,16h 15m,INR 1000,19 Seats available,"5.0
6",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Rajdhani Travels Corporation,VE A/C Sleeper (2+1),19:55,09:35,13h 40m,INR 1000,5 Seats available,"4.1
298",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Shanta Travels,NON A/C Sleeper (2+1),19:30,08:15,12h 45m,INR 1910,11 Seats available,"4.1
332",https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
VKV Travels,A/C Sleeper (2+1),22:55,10:00,11h 05m,3440,16 Seats available,"4.0
287",https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Limousine Tours & Travels,A/C Sleeper (2+1),21:00,09:20,12h 20m,2374,14 Seats available,New,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Intercity travels,Bharat Benz A/C Sleeper (2+1),21:00,10:15,13h 15m,INR 2599,6 Seats available,"4.5
518",https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Streamline tours and travels,A/C Sleeper (2+1),21:00,10:00,13h 00m,INR 2410,10 Seats available,"4.2
468",https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Sri Sai Logistics,A/C Sleeper (2+1),21:30,09:30,12h 00m,INR 1800,3 Seats available,"3.6
161",https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Rajat Travels,A/C Seater / Sleeper (2+1),20:15,08:45,12h 30m,1387,10 Seats available,3.0,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Streamline tours and travels,A/C Sleeper (2+1),23:00,21:55,22h 55m,INR 1899,20 Seats available,"3.6
183",https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Streamline tours and travels,A/C Sleeper (2+1),22:20,11:15,12h 55m,INR 2080,15 Seats available,"3.8
371",https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Sri Tourist,A/C Sleeper (2+1),20:15,09:32,13h 17m,INR 1799,5 Seats available,"3.0
28",https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Streamline tours and travels,A/C Sleeper (2+1),18:00,06:30,12h 30m,INR 1000,18 Seats available,"4.3
399",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Streamline tours and travels,A/C Sleeper (2+1),19:00,07:30,12h 30m,INR 1000,15 Seats available,"4.2
467",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
IntrCity SmartBus,AC Sleeper (2+1),19:00,08:35,13h 35m,INR 899,16 Seats available,"4.3
474",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
AdRajat Travels,A/C Seater / Sleeper (2+1),18:00,06:35,12h 35m,3700,42 Seats available,3.0,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Intercity travels,Bharat Benz A/C Sleeper (2+1),18:00,07:15,13h 15m,INR 1199,6 Seats available,"4.5
582",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Shanta Travels,NON A/C Sleeper (2+1),18:15,07:30,13h 15m,INR 860,18 Seats available,"4.1
308",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Intercity travels,Bharat Benz A/C Sleeper (2+1),17:15,06:30,13h 15m,INR 999,11 Seats available,"4.2
3",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Sunrise Tours and Travels,A/C Sleeper (2+1),18:30,07:10,12h 40m,INR 1099,4 Seats available,"4.5
456",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
IntrCity SmartBus,AC Sleeper (2+1),17:00,06:40,13h 40m,INR 889,9 Seats available,"4.3
215",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
VKV Travels,A/C Sleeper (2+1),14:30,03:15,12h 45m,936,16 Seats available,"4.5
271",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Kadamba Transport Corporation Limited (KTCL) - 116186,Volvo AC Seater 2+2,17:00,09:30,16h 30m,INR 800,21 Seats available,"4.0
288",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Zingbus Plus,Bharat Benz A/C Sleeper (2+1),18:10,10:00,15h 50m,1000,22 Seats available,"4.3
645",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Zingbus Plus,VE A/C Sleeper (2+1),20:40,12:20,15h 40m,999,20 Seats available,"4.6
478",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
AdIntrCity SmartBus,AC Sleeper (2+1),21:00,11:20,14h 20m,INR 1009,19 Seats available,"3.8
350",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
IntrCity SmartBus,AC Sleeper (2+1),18:30,09:00,14h 30m,INR 1009,26 Seats available,"4.1
420",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Vailankanni Travels - Mujawar,NON A/C Sleeper (2+1),19:40,09:00,13h 20m,INR 800,22 Seats available,"4.6
25",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
IntrCity SmartBus,AC Sleeper (2+1),20:00,10:20,14h 20m,INR 1009,27 Seats available,"4.4
328",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
"National Travels,Goa",A/C Sleeper (2+1),19:30,10:30,15h 00m,INR 1000,19 Seats available,"4.1
246",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Atmaram Travels (Dolphin),A/C Sleeper (2+1),15:30,06:15,14h 45m,INR 1000,17 Seats available,"4.2
291",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Atmaram Travels (Dolphin),A/C Sleeper (2+1),19:30,10:45,15h 15m,INR 1000,27 Seats available,"4.8
24",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Atmaram Travels (Dolphin),A/C Sleeper (2+1),14:00,05:00,15h 00m,INR 1000,11 Seats available,"4.4
320",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Rajdhani Travels Corporation,VE A/C Sleeper (2+1),19:30,08:10,12h 40m,INR 1000,24 Seats available,"4.2
279",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Manish Travels,A/C Sleeper (2+1),19:30,09:30,14h 00m,INR 1000,18 Seats available,"5.0
4",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
IntrCity SmartBus,AC Sleeper (2+1),19:30,09:40,14h 10m,INR 1009,19 Seats available,"4.5
403",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Naik Tours And Travels,NON A/C Sleeper (2+1),16:20,06:45,14h 25m,INR 800,13 Seats available,"4.3
64",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Kadamba Transport Corporation Limited (KTCL) - 61005,Non AC Seater 2+2,21:15,10:00,12h 45m,INR 735,30 Seats available,"3.4
104",https://www.redbus.in/bus-tickets/pandharpur-to-goa,Pandharpur to Goa
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:45,06:30,10h 45m,949,19 Seats available,"1.6
6",https://www.redbus.in/bus-tickets/pandharpur-to-goa,Pandharpur to Goa
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:45,05:00,09h 15m,INR 999,19 Seats available,2.5,https://www.redbus.in/bus-tickets/pandharpur-to-goa,Pandharpur to Goa
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:45,05:00,09h 15m,INR 951.43,18 Seats available,2.5,https://www.redbus.in/bus-tickets/pandharpur-to-goa,Pandharpur to Goa
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:45,06:30,10h 45m,856,18 Seats available,2.5,https://www.redbus.in/bus-tickets/pandharpur-to-goa,Pandharpur to Goa
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:45,06:00,10h 15m,INR 999,19 Seats available,2.5,https://www.redbus.in/bus-tickets/pandharpur-to-goa,Pandharpur to Goa
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:45,06:00,10h 15m,INR 951.43,18 Seats available,2.5,https://www.redbus.in/bus-tickets/pandharpur-to-goa,Pandharpur to Goa
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,07:00,12h 00m,INR 735,23 Seats available,"3.2
119",https://www.redbus.in/bus-tickets/goa-to-pandharpur,Goa to Pandharpur
New Shivbaba Tours And Travels,AC Sleeper (2+1),20:15,04:20,08h 05m,INR 899,28 Seats available,2.5,https://www.redbus.in/bus-tickets/goa-to-pandharpur,Goa to Pandharpur
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:15,03:35,08h 20m,INR 1499,30 Seats available,2.5,https://www.redbus.in/bus-tickets/goa-to-pandharpur,Goa to Pandharpur
New Shivbaba Tours And Travels,AC Sleeper (2+1),17:45,03:35,09h 50m,1424,30 Seats available,2.5,https://www.redbus.in/bus-tickets/goa-to-pandharpur,Goa to Pandharpur
New Shivbaba Tours And Travels,AC Sleeper (2+1),18:50,04:20,09h 30m,INR 899,30 Seats available,2.5,https://www.redbus.in/bus-tickets/goa-to-pandharpur,Goa to Pandharpur
New Shivbaba Tours And Travels,AC Sleeper (2+1),18:50,03:35,08h 45m,INR 1499,30 Seats available,2.5,https://www.redbus.in/bus-tickets/goa-to-pandharpur,Goa to Pandharpur
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:45,04:20,08h 35m,854,28 Seats available,"1.0
2",https://www.redbus.in/bus-tickets/goa-to-pandharpur,Goa to Pandharpur
Kadamba Transport Corporation Limited (KTCL) - 61005,Non AC Seater 2+2,20:00,10:00,14h 00m,INR 850,31 Seats available,"3.7
87",https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
S R Travels,A/C Seater/Sleeper (2+1),18:45,07:00,12h 15m,INR 700,25 Seats available,"2.6
98",https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
New Shivbaba Tours And Travels,AC Sleeper (2+1),18:00,05:00,11h 00m,INR 999,19 Seats available,2.5,https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
New Shivbaba Tours And Travels,AC Sleeper (2+1),18:00,05:00,11h 00m,INR 951.43,18 Seats available,2.5,https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
New Shivbaba Tours And Travels,AC Sleeper (2+1),18:00,06:30,12h 30m,856,18 Seats available,2.5,https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
New Shivbaba Tours And Travels,AC Sleeper (2+1),18:00,06:00,12h 00m,INR 999,19 Seats available,2.5,https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
New Shivbaba Tours And Travels,AC Sleeper (2+1),18:00,06:00,12h 00m,INR 951.43,18 Seats available,2.5,https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
New Shivbaba Tours And Travels,AC Sleeper (2+1),18:00,06:30,12h 30m,949,19 Seats available,"1.8
3",https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
Kadamba Transport Corporation Limited (KTCL) - 78627,Volvo AC Seater 2+2,13:30,15:15,01h 45m,INR 200,38 Seats available,"3.5
19",https://www.redbus.in/bus-tickets/calangute-goa-to-goa-airport,Calangute (goa) to Goa Airport
Kadamba Transport Corporation Limited (KTCL) - 99718,AC Seater (2+2),15:30,17:15,01h 45m,INR 200,41 Seats available,"4.1
21",https://www.redbus.in/bus-tickets/calangute-goa-to-goa-airport,Calangute (goa) to Goa Airport
Kadamba Transport Corporation Limited (KTCL) - 99719,AC Seater (2+2),18:30,20:00,01h 30m,INR 200,40 Seats available,"4.4
27",https://www.redbus.in/bus-tickets/calangute-goa-to-goa-airport,Calangute (goa) to Goa Airport
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,02:30,07h 30m,INR 420,25 Seats available,"3.3
46",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
IntrCity SmartBus,AC Sleeper (2+1),18:30,01:00,06h 30m,INR 559,27 Seats available,"4.6
38",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Laxmi-Princess Nova,Non A/C Seater / Sleeper (2+1),19:00,01:30,06h 30m,INR 500,25 Seats available,"4.4
7",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Amrutyog Travels,A/C Sleeper (2+1),19:00,02:30,07h 30m,INR 499,28 Seats available,"4.3
17",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
IntrCity SmartBus,AC Sleeper (2+1),19:30,01:10,05h 40m,INR 659,19 Seats available,"4.9
30",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Laxmi Empress Stellar,NON A/C Sleeper (2+1),19:45,01:45,06h 00m,INR 700,20 Seats available,"3.1
4",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
IntrCity SmartBus,AC Sleeper (2+1),20:00,02:30,06h 30m,INR 659,27 Seats available,"4.6
26",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Ashray Travels,Non A/C Seater / Sleeper (2+1),20:00,01:30,05h 30m,INR 500,38 Seats available,"3.7
26",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Vaibhav Travels,A/C Sleeper (2+1),20:00,06:12,10h 12m,INR 500,13 Seats available,"3.7
215",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),20:30,02:20,05h 50m,INR 609,40 Seats available,"4.5
29",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Indumati Travels,A/C Sleeper (2+1),21:00,02:45,05h 45m,INR 700,22 Seats available,"3.9
23",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
IntrCity SmartBus,AC Sleeper (2+1),21:00,02:40,05h 40m,INR 659,19 Seats available,"4.9
22",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Atmaram Travels ( Gogte ),NON A/C Sleeper (2+1),21:15,03:15,06h 00m,INR 700,26 Seats available,"3.1
16",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Zingbus Plus,Bharat Benz A/C Sleeper (2+1),18:10,00:20,06h 10m,900,23 Seats available,"4.4
53",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
New Shivbaba Tours And Travels,AC Sleeper (2+1),18:50,01:05,06h 15m,INR 699,28 Seats available,2.5,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,08:30,13h 30m,INR 850,25 Seats available,"3.3
101",https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),19:00,04:30,09h 30m,INR 1250,23 Seats available,"3.7
77",https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
IntrCity SmartBus,AC Sleeper (2+1),17:30,04:15,10h 45m,INR 2579,4 Seats available,"3.6
75",https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
IntrCity SmartBus,AC Sleeper (2+1),15:40,03:00,11h 20m,INR 1559,5 Seats available,"4.1
14",https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
Sharma Travels,AC Sleeper (2+1),15:00,02:00,11h 00m,INR 1619,16 Seats available,"4.2
3",https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
S R Travels,A/C Seater/Sleeper (2+1),20:30,07:30,11h 00m,INR 700,10 Seats available,"2.2
122",https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
New Shivbaba Tours And Travels,AC Sleeper (2+1),20:15,06:05,09h 50m,INR 899,28 Seats available,2.5,https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:15,05:20,10h 05m,INR 1499,30 Seats available,2.5,https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
New Shivbaba Tours And Travels,AC Sleeper (2+1),17:45,05:20,11h 35m,1424,30 Seats available,2.5,https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
New Shivbaba Tours And Travels,AC Sleeper (2+1),18:50,06:05,11h 15m,INR 899,28 Seats available,2.5,https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
New Shivbaba Tours And Travels,AC Sleeper (2+1),18:50,05:20,10h 30m,INR 1499,30 Seats available,2.5,https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:45,06:05,10h 20m,854,28 Seats available,"1.0
3",https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,04:00,09h 00m,INR 490,23 Seats available,"3.7
32",https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
Vaibhav Travels,A/C Sleeper (2+1),20:00,05:40,09h 40m,INR 500,12 Seats available,"3.6
284",https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
New Shivbaba Tours And Travels,AC Sleeper (2+1),18:50,02:05,07h 15m,INR 699,28 Seats available,2.5,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),19:00,01:30,06h 30m,INR 1250,26 Seats available,"1.2
4",https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:45,02:05,06h 20m,664,29 Seats available,2.5,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
New Shivbaba Tours And Travels,AC Sleeper (2+1),20:15,02:05,05h 50m,INR 699,30 Seats available,2.5,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
URL Travels Neeta,A/C Sleeper (2+1),13:30,18:20,04h 50m,INR 1999,30 Seats available,New,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
New Shivbaba Tours And Travels,AC Sleeper (2+1),17:45,01:20,07h 35m,1424,30 Seats available,2.5,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
New Shivbaba Tours And Travels,AC Sleeper (2+1),18:50,01:20,06h 30m,INR 1499,30 Seats available,2.5,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:15,01:20,06h 05m,INR 1499,30 Seats available,2.5,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
Kadamba Transport Corporation Limited (KTCL) - 99707,AC Seater (2+2),13:45,15:30,01h 45m,INR 200,41 Seats available,"4.2
5",https://www.redbus.in/bus-tickets/goa-airport-to-calangute-goa,Goa Airport to Calangute (goa)
Kadamba Transport Corporation Limited (KTCL) - 99710,AC Seater (2+2),16:00,17:30,01h 30m,INR 200,41 Seats available,"4.4
11",https://www.redbus.in/bus-tickets/goa-airport-to-calangute-goa,Goa Airport to Calangute (goa)
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,06:05,11h 05m,INR 675,23 Seats available,"3.2
48",https://www.redbus.in/bus-tickets/goa-to-sangola,Goa to Sangola (Solapur)
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),19:00,02:00,07h 00m,INR 1450,24 Seats available,"2.4
5",https://www.redbus.in/bus-tickets/goa-to-sangola,Goa to Sangola (Solapur)
